街区,租赁方式,朝向,每月租金,行政区,板块,房屋面积,格局,发布时长
,,,5300,徐汇,华泾,62.40㎡,2室1厅1卫,"
            链家          "
,,,13500,长宁,仙霞,69.15㎡,1室1厅1卫,"
            链家          "
,,,5000,普陀,长征,65.17㎡,2室1厅1卫,"
            链家          "
,,,8500,宝山,大华,102.08㎡,3室2厅1卫,"
            链家          "
,,,13000,黄浦,老西门,173.38㎡,3室2厅1卫,"
            链家          "
菁舍,独栋,合庆品牌公寓,2550,,,1室1厅1卫,,"
            菁舍          "
景瑞悦樘,独栋,【贝壳精选】精装9号线地铁口，无中介费，可开票可停车独栋公寓,3050,,,1室1厅1卫,,"
            景瑞悦樘          "
,,,7000,徐汇,徐家汇,50.11㎡,2室0厅1卫,"
            链家          "
景瑞悦樘,独栋,【贝壳精选】9号线台儿庄0距离复式精装优选一室，可短租月付,3050,,,1室1厅1卫,,"
            景瑞悦樘          "
,,,11000,虹口,鲁迅公园,144.59㎡,3室1厅1卫,"
            链家          "
,,,3200,奉贤,海湾,89.47㎡,3室1厅1卫,"
            链家          "
,,,4200,浦东,金桥,50.36㎡,1室1厅1卫,"
            链家          "
,,,11000,浦东,金桥,120.53㎡,3室2厅2卫,"
            链家          "
,,,1400,金山,金山新城,50.00㎡,1室1厅1卫,"
            链家          "
,,,3800,松江,泗泾,81.23㎡,2室1厅1卫,"
            链家          "
,,,8000,浦东,源深,69.72㎡,2室1厅1卫,"
            链家          "
,,,1700,奉贤,南桥,43.60㎡,1室1厅1卫,"
            链家          "
,,,9500,浦东,世博,89.12㎡,2室1厅1卫,"
            链家          "
景瑞悦樘,独栋,【贝壳特价】9号线0距离，独门独户一房，月付无中介随时看,3050,,,1室1厅1卫,,"
            景瑞悦樘          "
,,,7200,闵行,浦江,87.96㎡,2室2厅1卫,"
            链家          "
,,,4700,黄浦,老西门,33.66㎡,1室1厅1卫,"
            链家          "
,,,7390,普陀,光新,,南,"
            自如          "
,,,14500,虹口,凉城,170.00㎡,4室2厅2卫,"
            链家          "
,,,7430,长宁,中山公园,,南,"
            自如          "
,,,12500,松江,松江新城,221.23㎡,3室2厅2卫,"
            链家          "
,,,8000,浦东,杨思前滩,119.06㎡,3室2厅1卫,"
            链家          "
,,,6000,静安,苏河湾,58.42㎡,1室1厅1卫,"
            链家          "
,,,5050,静安,阳城,71.97㎡,2室1厅1卫,"
            链家          "
,,,1450,崇明,崇明新城,67.72㎡,2室1厅1卫,"
            链家          "
,,,1200,金山,金山新城,43.33㎡,2室1厅1卫,"
            链家          "
,,,2800,嘉定,菊园新区,54.84㎡,2室2厅2卫,"
            链家          "
,,,4530,闵行,莘庄北广场,,南,"
            自如          "
,,,11600,浦东,碧云,121.38㎡,4室2厅2卫,"
            链家          "
,,,21500,浦东,杨东,221.20㎡,4室2厅2卫,"
            链家          "
,,,7260,徐汇,徐家汇,,东北,"
            自如          "
,,,7800,杨浦,黄兴公园,98.33㎡,2室1厅1卫,"
            链家          "
,,,4560,松江,泗泾,,南,"
            自如          "
,,,5300,浦东,川沙,129.60㎡,2室2厅2卫,"
            链家          "
,,,6430,杨浦,鞍山,,南,"
            自如          "
,,,35000,浦东,陆家嘴,217.01㎡,4室2厅3卫,"
            链家          "
,,,4990,浦东,唐镇,,南,"
            自如          "
,,,4790,杨浦,周家嘴路,,南,"
            自如          "
,,,18220,松江,佘山,281.42㎡,4室2厅4卫,"
            链家          "
,,,3200,普陀,曹杨,26.32㎡,1室1厅1卫,"
            链家          "
,,,2990,嘉定,嘉定新城,27.55㎡,1室1厅1卫,"
            自如          "
,,,3800,浦东,唐镇,71.42㎡,2室1厅1卫,"
            链家          "
,,,5900,奉贤,海湾,416.66㎡,4室2厅2卫,"
            链家          "
,,,10000,静安,大宁,126.00㎡,3室2厅2卫,"
            链家          "
,,,10000,长宁,天山,57.58㎡,1室1厅1卫,"
            链家          "
,,,6400,青浦,徐泾,102.42㎡,3室2厅2卫,"
            链家          "
,,,6930,长宁,新华路,,南,"
            自如          "
,,,5190,浦东,世博,,南,"
            自如          "
,,,2800,嘉定,菊园新区,56.07㎡,1室1厅1卫,"
            链家          "
,,,4700,普陀,甘泉宜川,43.71㎡,1室1厅1卫,"
            链家          "
,,,3000,浦东,临港新城,88.62㎡,3室1厅1卫,"
            链家          "
,,,7500,黄浦,打浦桥,47.52㎡,2室1厅1卫,"
            链家          "
,,,4960,浦东,梅园,,南,"
            自如          "
,,,2600,浦东,川沙,84.00㎡,2室1厅1卫,"
            链家          "
,,,4490,普陀,光新,,南,"
            自如          "
,,,2800,嘉定,安亭,48.60㎡,1室1厅1卫,"
            链家          "
,,,5360,浦东,三林,,南,"
            自如          "
,,,4530,普陀,光新,,南,"
            自如          "
,,,4830,嘉定,丰庄,,南,"
            自如          "
,,,2600,浦东,川沙,84.00㎡,2室1厅1卫,"
            链家          "
,,,59000,静安,西藏北路,306.09㎡,5室3厅4卫,"
            链家          "
,,,7200,徐汇,植物园,89.66㎡,2室2厅1卫,"
            链家          "
,,,5400,普陀,桃浦,70.38㎡,2室1厅1卫,"
            链家          "
,,,5230,徐汇,徐家汇,34.33㎡,1室1厅1卫,"
            自如          "
,,,4132,普陀,真如,19.00㎡,1室1厅1卫,"
            自如          "
,,,11000,静安,不夜城,89.61㎡,2室2厅1卫,"
            链家          "
,,,5200,浦东,世博,57.78㎡,2室1厅1卫,"
            链家          "
,,,3860,闵行,老闵行,49.74㎡,1室1厅1卫,"
            自如          "
,,,12000,松江,莘闵别墅,220.00㎡,4室2厅3卫,"
            链家          "
,,,16500,黄浦,五里桥,143.08㎡,3室2厅2卫,"
            链家          "
,,,9400,浦东,川沙,96.83㎡,3室2厅2卫,"
            链家          "
,,,7800,浦东,杨思前滩,80.00㎡,2室2厅1卫,"
            链家          "
,,,5260,浦东,唐镇,56.00㎡,1室1厅1卫,"
            自如          "
,,,2400,杨浦,控江路,29.01㎡,1室0厅1卫,"
            链家          "
,,,4260,浦东,曹路,56.18㎡,1室1厅1卫,"
            自如          "
,,,4300,浦东,高行,82.00㎡,2室1厅1卫,"
            链家          "
,,,4630,普陀,桃浦,,南,"
            自如          "
,,,3030,嘉定,安亭,,南,"
            自如          "
,,,5800,长宁,新华路,30.93㎡,1室1厅1卫,"
            链家          "
,,,8600,浦东,源深,113.75㎡,3室1厅2卫,"
            链家          "
,,,5000,静安,大宁,44.95㎡,1室1厅1卫,"
            链家          "
,,,3500,静安,彭浦,28.13㎡,1室0厅1卫,"
            链家          "
,,,3400,青浦,赵巷,48.00㎡,1室1厅1卫,"
            链家          "
,,,5100,长宁,虹桥,35.13㎡,1室1厅1卫,"
            链家          "
,,,5500,静安,不夜城,59.08㎡,1室1厅1卫,"
            链家          "
,,,4290,普陀,光新,,南,"
            自如          "
,,,3220,嘉定,丰庄,64.00㎡,1室2厅1卫,"
            链家          "
,,,8000,徐汇,万体馆,66.27㎡,2室1厅1卫,"
            链家          "
,,,2990,青浦,夏阳,,北,"
            自如          "
,,,4200,普陀,桃浦,54.92㎡,2室1厅1卫,"
            自如          "
,,,5000,青浦,赵巷,102.56㎡,3室2厅2卫,"
            链家          "
,,,9180,普陀,长寿路,125.29㎡,2室2厅2卫,"
            链家          "
,,,5700,静安,西藏北路,45.59㎡,2室1厅1卫,"
            链家          "
,,,2200,奉贤,南桥,84.98㎡,3室1厅1卫,"
            链家          "
,,,6000,普陀,真如,75.37㎡,2室2厅1卫,"
            链家          "
,,,3660,宝山,淞南,45.00㎡,2室1厅1卫,"
            自如          "
,,,4500,普陀,长寿路,43.78㎡,1室1厅1卫,"
            链家          "
,,,1300,奉贤,奉贤金汇,50.81㎡,1室2厅1卫,"
            链家          "
,,,6000,闵行,莘庄南广场,115.94㎡,3室2厅1卫,"
            链家          "
,,,7800,闵行,金汇,85.52㎡,2室1厅1卫,"
            链家          "
,,,4500,浦东,陆家嘴,31.67㎡,1室1厅1卫,"
            链家          "
,,,6160,杨浦,五角场,74.91㎡,2室1厅1卫,"
            自如          "
,,,6980,浦东,梅园,46.16㎡,1室1厅1卫,"
            链家          "
,,,15000,徐汇,徐家汇,86.81㎡,2室2厅1卫,"
            链家          "
,,,2900,宝山,罗店,79.00㎡,3室1厅1卫,"
            链家          "
,,,28000,徐汇,华泾,246.89㎡,5室2厅3卫,"
            链家          "
,,,4300,杨浦,黄兴公园,49.73㎡,2室0厅1卫,"
            链家          "
,,,4000,闵行,颛桥,102.08㎡,2室1厅1卫,"
            链家          "
,,,4489,宝山,张庙,,南,"
            自如          "
,,,3300,奉贤,南桥,90.50㎡,3室2厅1卫,"
            链家          "
,,,4830,松江,松江大学城,,南,"
            自如          "
,,,7130,徐汇,衡山路,,南,"
            自如          "
,,,18500,黄浦,五里桥,128.51㎡,3室2厅2卫,"
            链家          "
,,,4830,普陀,长风,,南,"
            自如          "
,,,6689,静安,南京西路,43.45㎡,1室1厅1卫,"
            自如          "
,,,6400,徐汇,华泾,62.33㎡,2室1厅1卫,"
            链家          "
,,,3000,松江,松江大学城,53.78㎡,1室1厅1卫,"
            链家          "
,,,14500,长宁,中山公园,122.25㎡,3室2厅2卫,"
            链家          "
,,,14500,虹口,北外滩,130.84㎡,3室1厅2卫,"
            链家          "
,,,1400,崇明,陈家镇,81.10㎡,2室2厅1卫,"
            链家          "
,,,6000,浦东,曹路,75.00㎡,2室1厅1卫,"
            链家          "
,,,5000,嘉定,南翔,129.56㎡,3室2厅1卫,"
            链家          "
,,,6000,杨浦,周家嘴路,75.00㎡,2室2厅1卫,"
            链家          "
,,,8300,浦东,北蔡,97.13㎡,3室2厅1卫,"
            链家          "
,,,3600,浦东,川沙,113.54㎡,4室1厅2卫,"
            链家          "
,,,7000,青浦,徐泾,92.00㎡,3室2厅1卫,"
            链家          "
,,,5200,浦东,御桥,56.61㎡,1室1厅2卫,"
            链家          "
,,,6130,徐汇,龙华,55.00㎡,2室1厅1卫,"
            自如          "
,,,4800,徐汇,华泾,76.54㎡,2室2厅1卫,"
            链家          "
,,,3800,奉贤,南桥,171.45㎡,3室2厅2卫,"
            链家          "
,,,4060,浦东,曹路,53.20㎡,2室1厅1卫,"
            自如          "
,,,14500,徐汇,康健,110.00㎡,2室2厅1卫,"
            链家          "
,,,4600,浦东,梅园,45.00㎡,2室1厅1卫,"
            链家          "
,,,23000,闵行,七宝,175.80㎡,7室2厅3卫,"
            链家          "
,,,5300,普陀,武宁,42.58㎡,1室0厅1卫,"
            链家          "
,,,4830,浦东,周浦,,南,"
            自如          "
,,,7500,嘉定,安亭,139.47㎡,3室2厅2卫,"
            链家          "
,,,36000,静安,南京西路,235.58㎡,4室2厅3卫,"
            链家          "
,,,13000,长宁,古北,71.05㎡,1室2厅1卫,"
            链家          "
,,,4300,浦东,洋泾,44.24㎡,1室1厅1卫,"
            链家          "
,,,5190,宝山,上大,,南,"
            自如          "
,,,6389,徐汇,康健,,南,"
            自如          "
,,,5390,浦东,三林,,南,"
            自如          "
,,,3600,杨浦,鞍山,33.01㎡,1室0厅1卫,"
            链家          "
,,,7429,徐汇,康健,,南,"
            自如          "
,,,7000,静安,江宁路,57.00㎡,2室1厅1卫,"
            链家          "
,,,3590,浦东,曹路,,南,"
            自如          "
,,,3860,普陀,武宁,,南,"
            自如          "
,,,7800,闵行,华漕,95.00㎡,3室2厅1卫,"
            链家          "
,,,8800,宝山,大华,115.60㎡,3室2厅1卫,"
            链家          "
,,,2800,奉贤,西渡,94.15㎡,2室2厅1卫,"
            链家          "
,,,40800,青浦,徐泾,337.67㎡,5室2厅4卫,"
            链家          "
,,,4730,浦东,洋泾,,南,"
            自如          "
,,,5930,青浦,徐泾,,南,"
            自如          "
,,,11000,黄浦,蓬莱公园,78.45㎡,2室1厅1卫,"
            链家          "
,,,10300,黄浦,蓬莱公园,103.64㎡,2室2厅1卫,"
            链家          "
,,,50000,浦东,塘桥,140.00㎡,1室0厅1卫,"
            链家          "
,,,6030,闵行,梅陇,,南,"
            自如          "
,,,10000,普陀,长寿路,126.96㎡,3室2厅1卫,"
            链家          "
,,,2800,浦东,临港新城,86.84㎡,3室2厅1卫,"
            链家          "
,,,7000,静安,大宁,51.52㎡,2室1厅1卫,"
            链家          "
,,,3500,松江,松江大学城,62.00㎡,2室1厅1卫,"
            链家          "
,,,8300,松江,九亭,144.31㎡,4室2厅2卫,"
            链家          "
,,,2800,浦东,临港新城,87.80㎡,3室2厅1卫,"
            链家          "
,,,6528,杨浦,五角场,56.93㎡,2室1厅1卫,"
            自如          "
,,,3500,浦东,曹路,54.00㎡,2室1厅1卫,"
            链家          "
,,,4860,嘉定,江桥,,南,"
            自如          "
,,,7500,嘉定,安亭,139.47㎡,3室2厅2卫,"
            链家          "
,,,36000,静安,南京西路,235.58㎡,4室2厅3卫,"
            链家          "
,,,13000,长宁,古北,71.05㎡,1室2厅1卫,"
            链家          "
,,,7730,杨浦,东外滩,,南,"
            自如          "
,,,10030,徐汇,徐家汇,,东南,"
            自如          "
,,,5230,浦东,梅园,,南,"
            自如          "
,,,6489,浦东,潍坊,,南,"
            自如          "
,,,5460,普陀,曹杨,,南,"
            自如          "
,,,4300,浦东,洋泾,44.24㎡,1室1厅1卫,"
            链家          "
,,,3600,杨浦,鞍山,33.01㎡,1室0厅1卫,"
            链家          "
,,,7000,静安,江宁路,57.00㎡,2室1厅1卫,"
            链家          "
,,,7800,闵行,华漕,95.00㎡,3室2厅1卫,"
            链家          "
,,,8800,宝山,大华,115.60㎡,3室2厅1卫,"
            链家          "
,,,2800,奉贤,西渡,94.15㎡,2室2厅1卫,"
            链家          "
,,,5860,黄浦,打浦桥,,西,"
            自如          "
,,,40800,青浦,徐泾,337.67㎡,5室2厅4卫,"
            链家          "
,,,5090,普陀,桃浦,,南,"
            自如          "
,,,11000,黄浦,蓬莱公园,78.45㎡,2室1厅1卫,"
            链家          "
,,,10300,黄浦,蓬莱公园,103.64㎡,2室2厅1卫,"
            链家          "
,,,4590,虹口,江湾镇,,南,"
            自如          "
,,,4560,宝山,罗店,,南,"
            自如          "
,,,2386,嘉定,嘉定新城,28.00㎡,1室1厅1卫,"
            自如          "
,,,50000,浦东,塘桥,140.00㎡,1室0厅1卫,"
            链家          "
,,,10000,普陀,长寿路,126.96㎡,3室2厅1卫,"
            链家          "
,,,2800,浦东,临港新城,86.84㎡,3室2厅1卫,"
            链家          "
,,,7000,静安,大宁,51.52㎡,2室1厅1卫,"
            链家          "
,,,3500,松江,松江大学城,62.00㎡,2室1厅1卫,"
            链家          "
,,,8300,松江,九亭,144.31㎡,4室2厅2卫,"
            链家          "
,,,5500,浦东,洋泾,51.38㎡,2室1厅1卫,"
            链家          "
,,,8800,长宁,新华路,85.70㎡,3室1厅1卫,"
            链家          "
,,,5929,虹口,临平路,,南,"
            自如          "
,,,21500,长宁,天山,145.01㎡,3室2厅2卫,"
            链家          "
,,,12100,松江,九亭,181.63㎡,4室2厅3卫,"
            链家          "
,,,3490,松江,松江老城,,南,"
            自如          "
,,,2900,嘉定,菊园新区,56.96㎡,1室1厅1卫,"
            链家          "
,,,4890,普陀,武宁,,南,"
            自如          "
,,,39000,浦东,杨思前滩,206.96㎡,4室2厅3卫,"
            链家          "
,,,8000,黄浦,蓬莱公园,63.14㎡,1室1厅1卫,"
            链家          "
,,,4230,长宁,西郊,,南,"
            自如          "
,,,16000,黄浦,打浦桥,157.63㎡,3室2厅2卫,"
            链家          "
,,,4960,徐汇,万体馆,,南,"
            自如          "
